YEAR,CITIES,POPULATION
2010,Riverton,"38,753"
2010,Coppell,"38,659"
2010,Calexico,"38,572"
2010,Huntsville,"38,548"
2010,Duncanville,"38,524"
2010,Sherman,"38,521"
2010,Marlborough,"38,499"
2010,Muskegon,"38,401"
2010,Annapolis,"38,394"
2010,Stanton,"38,186"
2010,LincolnPark,"38,144"
2010,OrmondBeach,"38,137"
2010,Woburn,"38,120"
2010,HuberHeights,"38,101"
2010,Moorhead,"38,065"
2010,Maplewood,"38,018"
2010,HanoverPark,"37,973"
2010,CapeGirardeau,"37,941"
2010,Brookfield,"37,920"
2010,MorganHill,"37,882"
2010,Manassas,"37,821"
2010,Clovis,"37,775"
2010,Bremerton,"37,729"
2010,Carpentersville,"37,691"
2010,Wheeling,"37,648"
2010,Greenacres,"37,573"
2010,ValleyStream,"37,511"
2010,Rockwall,"37,490"
2010,ParkRidge,"37,480"
2010,Apex,"37,476"
2010,LaQuinta,"37,467"
2010,Hurst,"37,337"
2010,Bozeman,"37,280"
2010,Pacifica,"37,234"
2010,HallandaleBeach,"37,113"
2010,HiltonHeadIsland,"37,099"
2010,Shakopee,"37,076"
2010,Brentwood,"37,060"
2010,Florence,"37,056"
2010,CalumetCity,"37,042"
2010,Puyallup,"37,022"
2010,Spartanburg,"37,013"
2010,Beloit,"36,966"
2010,Addison,"36,942"
2010,Roy,"36,884"
2010,Beaumont,"36,877"
2010,Gadsden,"36,856"
2010,Marion,"36,837"
2010,Portage,"36,828"
2010,Richmond,"36,812"
2010,Greenfield,"36,720"
2010,Burleson,"36,690"
2010,Montclair,"36,664"
2010,Longview,"36,648"
2010,LakeOswego,"36,619"
2010,Lewiston,"36,592"
2010,Monrovia,"36,590"
2010,PanamaCity,"36,484"
2010,Keizer,"36,478"
2010,Goldsboro,"36,437"
2010,Texarkana,"36,411"
2010,Torrington,"36,383"
2010,NewAlbany,"36,372"
2010,Lancaster,"36,361"
2010,TheColony,"36,328"
2010,Rome,"36,303"
2010,Westerville,"36,120"
2010,Dover,"36,047"
2010,LosBanos,"35,972"
2010,GooseCreek,"35,938"
2010,Reynoldsburg,"35,893"
2010,ApacheJunction,"35,840"
2010,Lynnwood,"35,836"
2010,Martinez,"35,824"
2010,Friendswood,"35,805"
2010,Northglenn,"35,789"
2010,Aventura,"35,762"
2010,Bartlesville,"35,750"
2011,NYK,"8,269,639"
2011,LAL,"3,823,316"
2011,CHI,"2,705,248"
2011,HOU,"2,126,196"
2011,PHI,"1,538,567"
2011,PHO,"1,464,214"
2011,SAS,"1,357,551"
2011,SanDiego,"1,320,274"
2011,DAL,"1,217,821"
2011,SanJose,"970,014"
2011,Jacksonville,"828,789"
2011,IND,"827,517"
2011,Austin,"817,197"
2011,GSW,"814,233"
2011,Columbus,"799,086"
2011,FortWorth,"761,664"
2011,CHA,"756,213"
2011,DET,"706,201"
2011,ElPaso,"663,977"
2011,MEM,"651,348"
2011,BOS,"628,335"
2011,Seattle,"621,897"
2011,Baltimore,"620,216"
2011,DEN,"619,285"
2011,WAS,"619,020"
2011,Nashville-Davidson,"612,173"
2011,Louisville/JeffersonCounty,"601,532"
2011,MIL,"597,600"
2011,POR,"593,893"
2011,OKC,"589,408"
2011,LasVegas,"587,929"
2011,Albuquerque,"552,180"
2011,Tucson,"523,168"
2011,Fresno,"501,149"
2011,SAC,"471,519"
2011,LongBeach,"465,002"
2011,KansasCity,"461,988"
2011,Mesa,"444,687"
2011,VirginiaBeach,"443,033"
2011,ATL,"431,740"
2011,ColoradoSprings,"426,083"
2011,Omaha,"416,309"
2011,Raleigh,"413,766"
2011,MIA,"410,335"
2011,Oakland,"395,935"
2011,CLE,"392,694"
2011,Tulsa,"392,452"
2011,MIN,"388,227"
2011,Wichita,"383,703"
2011,Arlington,"370,795"
2011,NOH,"360,341"
2011,Bakersfield,"353,745"
2011,Tampa,"346,474"
2011,Honolulu,"342,153"
2011,Anaheim,"340,559"
2011,Aurora,"332,498"
2011,SantaAna,"328,285"
2011,St.Louis,"318,563"
2011,Riverside,"310,083"
2011,CorpusChristi,"307,954"
2011,Pittsburgh,"306,059"
2011,Lexington-Fayette,"301,429"
2011,Anchorage,"296,108"
2011,Cincinnati,"296,011"
2011,Stockton,"295,524"
2011,St.Paul,"288,673"
2011,Toledo,"285,621"
2011,NJN,"277,590"
2011,Greensboro,"273,456"
2011,Plano,"266,945"
2011,Lincoln,"262,195"
2011,Buffalo,"260,371"
2011,Henderson,"260,283"
2011,FortWayne,"254,427"
2011,JerseyCity,"251,616"
2011,ChulaVista,"248,236"
2011,St.Petersburg,"245,464"
2011,Norfolk,"243,610"
2011,ORL,"243,329"
2011,Laredo,"240,597"
2011,Chandler,"239,680"
2011,Madison,"237,226"
2011,Durham,"233,953"
2011,Lubbock,"233,630"
2011,Winston-Salem,"231,829"
2011,Hialeah,"230,179"
2011,Garland,"229,986"
2011,BatonRouge,"228,976"
2011,Glendale,"228,656"
2011,Reno,"228,533"
2011,Chesapeake,"225,500"
2011,Irvine,"220,694"
2011,Irving,"219,785"
2011,Scottsdale,"219,775"
2011,NorthLasVegas,"219,275"
2011,Fremont,"217,730"
2011,Gilbert,"213,878"
2011,Birmingham,"212,411"
2011,SanBernardino,"211,960"
2011,Rochester,"210,643"
2011,BoiseCity,"209,226"
2011,Spokane,"209,036"
2011,Montgomery,"207,807"
2011,Richmond,"206,140"
2011,DesMoines,"205,879"
2011,Modesto,"202,229"
2011,Shreveport,"201,816"
2011,Fayetteville,"201,079"
2011,Oxnard,"200,064"
2011,Fontana,"199,976"
2011,Tacoma,"199,818"
2011,Aurora,"199,300"
2011,Akron,"198,943"
2011,Yonkers,"197,744"
2011,MorenoValley,"197,287"
2011,Augusta-RichmondCounty,"196,434"
2011,LittleRock,"195,257"
2011,Mobile,"194,684"
2011,Columbus,"193,932"
2011,Amarillo,"193,678"
2011,HuntingtonBeach,"193,241"
2011,Glendale,"192,982"
2011,GrandRapids,"189,025"
2011,UTA,"188,010"
2011,Tallahassee,"183,405"
2011,Worcester,"182,434"
2011,Huntsville,"182,082"
2011,Knoxville,"180,813"
2011,NewportNews,"180,201"
2011,GrandPrairie,"178,779"
2011,Brownsville,"178,348"
2011,Providence,"178,316"
2011,SantaClarita,"177,805"
2011,OverlandPark,"176,120"
2011,Jackson,"175,291"
2011,GardenGrove,"173,073"
2011,Chattanooga,"169,653"
2011,Oceanside,"169,604"
2011,SantaRosa,"169,360"
2011,FortLauderdale,"168,587"
2011,RanchoCucamonga,"168,284"
2011,PortSt.Lucie,"166,891"
2011,Ontario,"166,021"
2011,Vancouver,"164,036"
2011,Tempe,"163,736"
2011,Springfield,"160,371"
2011,Lancaster,"158,372"
2011,PembrokePines,"158,009"
2011,CapeCoral,"157,692"
2011,Eugene,"157,183"
2011,SiouxFalls,"156,627"
2011,Peoria,"156,603"
2011,ElkGrove,"156,100"
2011,Salem,"156,040"
2011,Corona,"155,204"
2011,Palmdale,"154,422"
2011,Springfield,"153,581"
2011,Salinas,"152,763"
2011,Rockford,"151,735"
2011,Pasadena,"150,943"
2011,Pomona,"149,869"
2011,Joliet,"147,919"
2011,Hayward,"146,911"
2011,Torrance,"146,311"
2011,KansasCity,"146,227"
2011,Escondido,"146,047"
2011,FortCollins,"145,767"
2011,Bridgeport,"145,704"
2011,Paterson,"145,396"
2011,Syracuse,"144,392"
2011,Lakewood,"144,119"
2011,Alexandria,"144,108"
2011,Sunnyvale,"143,682"
2011,Hollywood,"143,387"
2011,Naperville,"142,873"
2011,Dayton,"141,713"
2011,Cary,"141,690"
2011,Mesquite,"141,399"
2011,Savannah,"140,048"
2011,Orange,"138,376"
2011,Pasadena,"137,899"
2011,McKinney,"137,778"
2011,Fullerton,"136,688"
2011,Clarksville,"136,478"
2011,Hampton,"136,273"
2011,Warren,"133,926"
2011,McAllen,"132,979"
2011,Killeen,"131,079"
2011,WestValleyCity,"131,014"
2011,Columbia,"130,799"
2011,NewHaven,"130,646"
2011,SterlingHeights,"129,918"
2011,Olathe,"128,308"
2011,Topeka,"128,035"
2011,CedarRapids,"127,884"
2011,ThousandOaks,"127,778"
2011,Waco,"126,438"
2011,Visalia,"125,961"
2011,Elizabeth,"125,764"
2011,Gainesville,"125,312"
2011,SimiValley,"125,254"
2011,Hartford,"125,027"
2011,Miramar,"124,946"
2011,Bellevue,"124,629"
2011,Stamford,"124,062"
2011,CoralSprings,"123,530"
2011,Concord,"123,496"
2011,Frisco,"123,341"
2011,Charleston,"123,282"
2011,Roseville,"122,569"
2011,Carrollton,"122,446"
2011,Thornton,"121,690"
2011,Lafayette,"121,663"
2011,Kent,"120,871"
2011,Evansville,"120,148"
2011,Surprise,"119,136"
2011,Beaumont,"118,731"
2011,Allentown,"118,727"
2011,Abilene,"118,191"
2011,Victorville,"118,148"
2011,Denton,"118,003"
2011,SantaClara,"117,835"
2011,Athens-ClarkeCounty,"117,287"
2011,Springfield,"116,992"
2011,Independence,"116,860"
2011,Vallejo,"116,827"
2011,Peoria,"115,310"
2011,AnnArbor,"115,167"
2011,Provo,"114,539"
2011,ElMonte,"114,222"
2011,Lansing,"114,195"
2011,Berkeley,"114,051"
2011,Midland,"113,846"
2011,Norman,"113,803"
2011,Downey,"112,361"
2011,Murfreesboro,"111,831"
2011,Columbia,"111,123"
2011,CostaMesa,"111,121"
2011,Inglewood,"110,672"
2011,Waterbury,"110,038"
2011,MiamiGardens,"109,847"
2011,Manchester,"109,767"
2011,Elgin,"109,353"
2011,Clearwater,"108,273"
2011,Wilmington,"108,212"
2011,Rochester,"108,099"
2011,Carlsbad,"107,692"
2011,Westminster,"107,630"
2011,Lowell,"107,571"
2011,Gresham,"107,564"
2011,Arvada,"107,541"
2011,Fargo,"107,530"
2011,Pueblo,"107,448"
2011,SanBuenaventura(Ventura),"106,915"
2011,WestCovina,"106,900"
2011,WestJordan,"106,562"
2011,Fairfield,"106,287"
2011,Norwalk,"105,985"
2011,HighPoint,"105,824"
2011,Cambridge,"105,792"
2011,Billings,"105,521"
2011,Murrieta,"105,361"
2011,Richmond,"105,319"
2011,GreenBay,"104,462"
2011,Antioch,"103,980"
2011,RoundRock,"103,902"
2011,Burbank,"103,885"
2011,WichitaFalls,"103,855"
2011,Everett,"103,605"
2011,PalmBay,"103,346"
2011,Temecula,"103,169"
2011,DalyCity,"102,345"
2011,Centennial,"102,227"
2011,Odessa,"102,184"
2011,PompanoBeach,"101,681"
2011,Richardson,"101,562"
2011,Flint,"101,457"
2011,Erie,"101,416"
2011,SouthBend,"101,054"
2011,Rialto,"100,811"
2011,WestPalmBeach,"100,808"
2011,ElCajon,"100,668"
2011,Davenport,"100,605"
2011,Boulder,"100,579"
2011,SantaMaria,"100,436"
2011,BrokenArrow,"100,088"
2011,LasCruces,"100,015"
2011,NorthCharleston,"99,853"
2011,Kenosha,"99,671"
2011,Lakeland,"99,078"
2011,SanMateo,"98,474"
2011,Tyler,"98,410"
2011,Lawton,"98,001"
2011,Albany,"97,897"
2011,Lewisville,"97,421"
2011,Clovis,"97,419"
2011,Compton,"97,057"
2011,Dearborn,"97,031"
2011,SandySprings,"96,944"
2011,Roanoke,"96,627"
2011,JurupaValley,"96,469"
2011,Yuma,"96,176"
2011,Livonia,"96,007"
2011,Portsmouth,"95,771"
2011,CollegeStation,"95,603"
2011,Vista,"95,041"
2011,SouthGate,"94,885"
2011,NewBedford,"94,885"
2011,SanAngelo,"94,574"
2011,MissionViejo,"94,471"
2011,Davie,"94,150"
2011,Greeley,"94,134"
2011,Brockton,"94,133"
2011,Hillsboro,"93,923"
2011,Renton,"93,690"
2011,Vacaville,"93,349"
2011,Pearland,"93,139"
2011,Yakima,"92,773"
2011,Quincy,"92,650"
2011,Carson,"92,289"
2011,Tuscaloosa,"92,162"
2011,Lee'sSummit,"91,951"
2011,Macon,"91,578"
2011,Hesperia,"91,449"
2011,Beaverton,"91,385"
2011,Roswell,"91,142"
2011,Sparks,"91,112"
2011,Lynn,"90,880"
2011,Westminster,"90,814"
2011,SantaMonica,"90,730"
2011,FederalWay,"90,689"
2011,SpokaneValley,"90,659"
2011,Redding,"90,398"
2011,MiamiBeach,"89,946"
2011,Orem,"89,642"
2011,RioRancho,"89,602"
2011,Waukegan,"88,984"
2011,Lawrence,"88,854"
2011,FallRiver,"88,842"
2011,SantaBarbara,"88,795"
2011,Sandy,"88,446"
2011,Reading,"88,129"
2011,Allen,"87,559"
2011,Longmont,"87,417"
2011,FortSmith,"87,155"
2011,Nashua,"86,840"
2011,Chico,"86,831"
2011,Plantation,"86,799"
2011,Norwalk,"86,658"
2011,BocaRaton,"86,499"
2011,Sunrise,"86,389"
2011,NewportBeach,"86,339"
2011,Duluth,"86,239"
2011,Greenville,"86,203"
2011,LeagueCity,"86,158"
2011,SanLeandro,"85,875"
2011,Whittier,"85,741"
2011,Newton,"85,596"
2011,Deltona,"85,117"
2011,Hawthorne,"85,090"
2011,SanMarcos,"84,953"
2011,Suffolk,"84,751"
2011,Asheville,"84,718"
2011,Clifton,"84,604"
2011,Trenton,"84,526"
2011,CitrusHeights,"84,180"
2011,Cicero,"84,028"
2011,Tracy,"83,992"
2011,Bloomington,"83,911"
2011,Alhambra,"83,687"
2011,Ogden,"83,286"
2011,Westland,"83,253"
2011,Edmond,"82,983"
2011,SiouxCity,"82,972"
2011,Nampa,"82,606"
2011,Livermore,"82,239"
2011,Warwick,"82,199"
2011,Danbury,"82,061"
2011,Hoover,"81,955"
2011,Champaign,"81,856"
2011,Carmel,"81,624"
2011,Bellingham,"81,623"
2011,Troy,"81,606"
2011,BuenaPark,"81,561"
2011,Bloomington,"81,440"
2011,SugarLand,"81,151"
2011,O'Fallon,"81,016"
2011,Parma,"80,947"
2011,Longview,"80,925"
2011,Lakewood,"80,482"
2011,Cranston,"80,458"
2011,Concord,"80,434"
2011,FarmingtonHills,"80,259"
2011,Hammond,"80,239"
2011,Hemet,"80,224"
2011,Fishers,"80,025"
2011,Merced,"80,009"
2011,Menifee,"79,946"
2011,Gary,"79,709"
2011,Edinburg,"79,635"
2011,Chino,"79,622"
2011,JohnsCreek,"79,473"
2011,Mission,"79,272"
2011,Racine,"78,517"
2011,LakeForest,"78,278"
2011,Indio,"77,983"
2011,RedwoodCity,"77,872"
2011,Bend,"77,859"
2011,Meridian,"77,827"
2011,Napa,"77,710"
2011,NewRochelle,"77,689"
2011,Largo,"77,676"
2011,Albany,"77,586"
2011,Camden,"77,563"
2011,Bryan,"77,171"
2011,Bloomington,"77,114"
2011,Avondale,"77,099"
2011,St.Joseph,"77,023"
2011,Bellflower,"77,013"
2011,Lawrence,"76,960"
2011,BrooklynPark,"76,888"
2011,Tustin,"76,580"
2011,Melbourne,"76,564"
2011,PalmCoast,"76,531"
2011,DeerfieldBeach,"76,431"
2011,Lynchburg,"76,278"
2011,Somerville,"76,265"
2011,Scranton,"76,003"
2011,BaldwinPark,"75,861"
2011,Decatur,"75,852"
2011,ChinoHills,"75,846"
2011,Medford,"75,641"
2011,Kennewick,"75,608"
2011,Fayetteville,"75,548"
2011,ArlingtonHeights,"75,393"
2011,MountainView,"75,222"
2011,Bethlehem,"75,098"
2011,Evanston,"74,988"
2011,Alameda,"74,699"
2011,Upland,"74,604"
2011,Kalamazoo,"74,588"
2011,Schaumburg,"74,531"
2011,St.George,"74,099"
2011,Bolingbrook,"73,818"
2011,NewBritain,"73,193"
2011,SanRamon,"73,117"
2011,Appleton,"72,735"
2011,Folsom,"72,734"
2011,Canton,"72,701"
2011,Wyoming,"72,696"
2011,LakeCharles,"72,560"
2011,Baytown,"72,468"
2011,Southfield,"72,131"
2011,Pharr,"72,017"
2011,Gastonia,"71,980"
2011,Springdale,"71,911"
2011,Plymouth,"71,674"
2011,Auburn,"71,628"
2011,RochesterHills,"71,603"
2011,Pleasanton,"71,293"
2011,Pawtucket,"71,132"
2011,Wilmington,"70,979"
2011,Waukesha,"70,700"
2011,UnionCity,"70,671"
2011,Perris,"70,376"
2011,Muncie,"70,332"
2011,AppleValley,"70,177"
2011,Passaic,"70,163"
2011,WarnerRobins,"69,734"
2011,Lynwood,"69,723"
2011,Redlands,"69,430"
2011,MountPleasant,"69,395"
2011,Manteca,"69,228"
2011,Loveland,"69,175"
2011,Turlock,"69,155"
2011,IowaCity,"69,094"
2011,Gulfport,"68,915"
2011,BoyntonBeach,"68,893"
2011,Jonesboro,"68,884"
2011,Palatine,"68,858"
2011,RapidCity,"68,671"
2011,SantaFe,"68,669"
2011,Waterloo,"68,365"
2011,MissouriCity,"68,328"
2011,Layton,"68,274"
2011,Lauderhill,"68,177"
2011,Lafayette,"67,967"
2011,Jacksonville,"67,939"
2011,MountVernon,"67,755"
2011,Missoula,"67,527"
2011,Temple,"67,421"
2011,RockHill,"67,366"
2011,Goodyear,"67,349"
2011,UnionCity,"67,314"
2011,RedondoBeach,"67,233"
2011,Milpitas,"67,065"
2011,Jackson,"66,859"
2011,Kenner,"66,806"
2011,Weston,"66,677"
2011,Dothan,"66,666"
2011,EauClaire,"66,485"
2011,Oshkosh,"66,168"
2011,RanchoCordova,"66,129"
2011,St.Charles,"66,102"
2011,Schenectady,"66,095"
2011,FlowerMound,"66,007"
2011,Frederick,"65,937"
2011,St.Cloud,"65,937"
2011,YorbaLinda,"65,910"
2011,Youngstown,"65,781"
2011,Davis,"65,779"
2011,Flagstaff,"65,716"
2011,Camarillo,"65,690"
2011,Harlingen,"65,512"
2011,PaloAlto,"65,484"
2011,YubaCity,"64,960"
2011,Skokie,"64,945"
2011,WalnutCreek,"64,915"
2011,Pittsburg,"64,620"
2011,Eagan,"64,542"
2011,SouthSanFrancisco,"64,486"
2011,SanClemente,"64,401"
2011,Franklin,"64,353"
2011,NorthRichlandHills,"64,320"
2011,EastOrange,"64,299"
2011,Bayonne,"63,938"
2011,JohnsonCity,"63,930"
2011,LagunaNiguel,"63,929"
2011,Lorain,"63,929"
2011,FortMyers,"63,924"
2011,Woodbury,"63,511"
2011,Janesville,"63,455"
2011,NorthLittleRock,"63,451"
2011,BossierCity,"63,382"
2011,PicoRivera,"63,257"
2011,Pasco,"63,226"
2011,MapleGrove,"63,202"
2011,Victoria,"63,058"
2011,Shawnee,"63,027"
2011,Montebello,"63,000"
2011,Bismarck,"62,855"
2011,Lodi,"62,849"
2011,CouncilBluffs,"62,482"
2011,Homestead,"62,468"
2011,Taylor,"62,443"
2011,Hamilton,"62,365"
2011,Rockville,"62,148"
2011,Madera,"62,017"
2011,Utica,"61,992"
2011,Conway,"61,746"
2011,Tamarac,"61,702"
2011,EdenPrairie,"61,658"
2011,CoonRapids,"61,563"
2011,DelrayBeach,"61,527"
2011,Haverhill,"61,456"
2011,SantaCruz,"61,441"
2011,Waltham,"61,418"
2011,Marysville,"61,318"
2011,Kissimmee,"61,283"
2011,Gaithersburg,"61,245"
2011,DaytonaBeach,"61,045"
2011,LaHabra,"60,986"
2011,TerreHaute,"60,957"
2011,Vineland,"60,864"
2011,Meriden,"60,713"
2011,Burnsville,"60,668"
2011,MontereyPark,"60,634"
2011,Bristol,"60,564"
2011,WestAllis,"60,543"
2011,Springfield,"60,322"
2011,Encinitas,"60,313"
2011,Cheyenne,"60,204"
2011,Ames,"60,177"
2011,NorthMiami,"60,150"
2011,Tulare,"59,960"
2011,Malden,"59,940"
2011,Greenville,"59,880"
2011,Pontiac,"59,857"
2011,Springfield,"59,767"
2011,GrandJunction,"59,757"
2011,Taylorsville,"59,750"
2011,St.ClairShores,"59,661"
2011,BowlingGreen,"59,511"
2011,Lancaster,"59,390"
2011,Alpharetta,"59,387"
2011,Cupertino,"59,295"
2011,NewBraunfels,"59,183"
2011,Gardena,"59,171"
2011,Conroe,"59,163"
2011,NationalCity,"59,031"
2011,GreatFalls,"58,968"
2011,DesPlaines,"58,632"
2011,Lakewood,"58,626"
2011,HuntingtonPark,"58,406"
2011,WestDesMoines,"58,374"
2011,Rocklin,"58,367"
2011,SanRafael,"58,300"
2011,Petaluma,"58,296"
2011,Blaine,"58,195"
2011,RoyalOak,"58,100"
2011,Mansfield,"58,038"
2011,Dubuque,"57,873"
2011,Owensboro,"57,759"
2011,Rogers,"57,697"
2011,LaMesa,"57,688"
2011,NorthPort,"57,667"
2011,ChapelHill,"57,571"
2011,Wellington,"57,556"
2011,IdahoFalls,"57,527"
2011,Marietta,"57,505"
2011,RockyMount,"57,329"
2011,WhitePlains,"57,241"
2011,Broomfield,"57,193"
2011,DearbornHeights,"57,126"
2011,OrlandPark,"57,113"
2011,TinleyPark,"56,946"
2011,Arcadia,"56,944"
2011,Rowlett,"56,940"
2011,Kokomo,"56,874"
2011,OakLawn,"56,863"
2011,Berwyn,"56,736"
2011,Moore,"56,672"
2011,Medford,"56,660"
2011,Lakeville,"56,647"
2011,Ocala,"56,603"
2011,PortOrange,"56,521"
2011,Jupiter,"56,204"
2011,Casper,"56,104"
2011,Kettering,"56,096"
2011,Valdosta,"56,041"
2011,FountainValley,"56,006"
2011,DiamondBar,"55,984"
2011,Novi,"55,973"
2011,Taunton,"55,956"
2011,Anderson,"55,874"
2011,Decatur,"55,858"
2011,Woodland,"55,745"
2011,Bowie,"55,632"
2011,NewBrunswick,"55,629"
2011,Chicopee,"55,518"
2011,WestHaven,"55,488"
2011,Redmond,"55,486"
2011,CedarPark,"55,369"
2011,MidwestCity,"55,263"
2011,Bartlett,"55,106"
2011,Auburn,"54,872"
2011,CarsonCity,"54,851"
2011,Porterville,"54,751"
2011,Pocatello,"54,610"
2011,Corvallis,"54,561"
2011,Santee,"54,494"
2011,Paramount,"54,374"
2011,MountProspect,"54,356"
2011,PortArthur,"54,341"
2011,Margate,"54,301"
2011,Elyria,"54,298"
2011,Eastvale,"54,286"
2011,Hanford,"54,271"
2011,WeymouthTown,"54,153"
2011,LakeElsinore,"54,147"
2011,CoconutCreek,"54,130"
2011,Rosemead,"54,116"
2011,Sanford,"54,105"
2011,Hempstead,"54,083"
2011,Manhattan,"54,065"
2011,Noblesville,"53,804"
2011,Highland,"53,772"
2011,Shoreline,"53,699"
2011,Delano,"53,596"
2011,St.Peters,"53,384"
2011,SouthJordan,"53,338"
2011,Wheaton,"53,322"
2011,Normal,"53,053"
2011,LakeHavasuCity,"52,808"
2011,Brentwood,"52,800"
2011,Colton,"52,799"
2011,Novato,"52,752"
2011,BlueSprings,"52,750"
2011,GrandForks,"52,664"
2011,Revere,"52,562"
2011,Buckeye,"52,373"
2011,Hendersonville,"52,359"
2011,Sarasota,"52,332"
2011,Florissant,"52,283"
2011,CathedralCity,"52,139"
2011,HoffmanEstates,"52,133"
2011,Euless,"52,118"
2011,BattleCreek,"52,092"
2011,OakPark,"51,957"
2011,Yucaipa,"51,947"
2011,Pensacola,"51,944"
2011,Smyrna,"51,936"
2011,Greenwood,"51,873"
2011,Bellevue,"51,867"
2011,Lakewood,"51,652"
2011,Peabody,"51,597"
2011,Watsonville,"51,550"
2011,Kingsport,"51,543"
2011,PerthAmboy,"51,468"
2011,LaCrosse,"51,375"
2011,Milford,"51,362"
2011,Placentia,"51,261"
2011,Hoboken,"51,194"
2011,Burlington,"51,088"
2011,Albany,"51,081"
2011,Saginaw,"51,078"
2011,Charleston,"51,053"
2011,Elkhart,"51,030"
2011,Minnetonka,"50,636"
2011,Glendora,"50,486"
2011,WestNewYork,"50,479"
2011,Joplin,"50,475"
2011,Richland,"50,294"
2011,Pflugerville,"50,217"
2011,Georgetown,"50,190"
2011,DeSoto,"50,127"
2011,CastleRock,"50,085"
2011,Troy,"50,072"
2011,Plainfield,"49,988"
2011,Bradenton,"49,986"
2011,NiagaraFalls,"49,925"
2011,Kirkland,"49,812"
2011,AppleValley,"49,808"
2011,Southaven,"49,687"
2011,Gilroy,"49,640"
2011,Harrisonburg,"49,608"
2011,CasaGrande,"49,471"
2011,Lehi,"49,433"
2011,PinellasPark,"49,422"
2011,CuyahogaFalls,"49,417"
2011,Enid,"49,376"
2011,PalmDesert,"49,364"
2011,Wilson,"49,356"
2011,Cerritos,"49,350"
2011,Harrisburg,"49,333"
2011,GrandIsland,"49,313"
2011,DownersGrove,"49,202"
2011,Kentwood,"49,180"
2011,PalmBeachGardens,"49,128"
2011,WestSacramento,"49,114"
2011,Huntington,"49,113"
2011,Sheboygan,"49,066"
2011,Tigard,"49,025"
2011,Monroe,"49,021"
2011,Logan,"48,934"
2011,Lenexa,"48,865"
2011,AlisoViejo,"48,786"
2011,LaMirada,"48,778"
2011,Burien,"48,734"
2011,Middletown,"48,732"
2011,Poway,"48,655"
2011,Edina,"48,633"
2011,EastLansing,"48,572"
2011,Euclid,"48,505"
2011,RanchoSantaMargarita,"48,487"
2011,Roswell,"48,425"
2011,Cypress,"48,424"
2011,Alexandria,"48,242"
2011,Mishawaka,"48,106"
2011,Huntersville,"48,103"
2011,PineBluff,"48,068"
2011,CoralGables,"48,042"
2011,Covina,"48,036"
2011,Sammamish,"47,930"
2011,Salina,"47,844"
2011,Middletown,"47,782"
2011,Newark,"47,769"
2011,Methuen,"47,691"
2011,SanMarcos,"47,662"
2011,Bedford,"47,602"
2011,Chesterfield,"47,577"
2011,Galveston,"47,496"
2011,CommerceCity,"47,446"
2011,Doral,"47,424"
2011,Olympia,"47,329"
2011,Mansfield,"47,256"
2011,Roseville,"47,246"
2011,Caldwell,"47,210"
2011,Murray,"47,207"
2011,Ankeny,"47,175"
2011,Grapevine,"47,133"
2011,Mentor,"47,104"
2011,EastProvidence,"47,040"
2011,Binghamton,"46,879"
2011,Dublin,"46,830"
2011,Azusa,"46,704"
2011,Portage,"46,675"
2011,Dunwoody,"46,632"
2011,Hattiesburg,"46,617"
2011,Wauwatosa,"46,514"
2011,Lawrence,"46,355"
2011,Parker,"46,264"
2011,Altoona,"46,254"
2011,SierraVista,"46,117"
2011,Stillwater,"46,082"
2011,Collierville,"45,979"
2011,CedarHill,"45,814"
2011,St.LouisPark,"45,748"
2011,ClevelandHeights,"45,700"
2011,Beavercreek,"45,676"
2011,Jeffersonville,"45,561"
2011,Farmington,"45,516"
2011,SanLuisObispo,"45,454"
2011,Ceres,"45,425"
2011,PalmSprings,"45,311"
2011,TexasCity,"45,186"
2011,Coeurd'Alene,"45,032"
2011,BonitaSprings,"45,029"
2011,Elmhurst,"44,950"
2011,SanJacinto,"44,945"
2011,BarnstableTown,"44,932"
2011,Glenview,"44,872"
2011,TwinFalls,"44,848"
2011,Columbus,"44,664"
2011,Strongsville,"44,611"
2011,Leesburg,"44,517"
2011,Pittsfield,"44,362"
2011,Maricopa,"44,327"
2011,Biloxi,"44,239"
2011,Belleville,"44,138"
2011,Madison,"44,044"
2011,Summerville,"43,937"
2011,Lincoln,"43,840"
2011,DeKalb,"43,800"
2011,Titusville,"43,710"
2011,Attleboro,"43,689"
2011,Lombard,"43,656"
2011,York,"43,655"
2011,Charlottesville,"43,401"
2011,Lacey,"43,335"
2011,Moline,"43,296"
2011,Sayreville,"43,286"
2011,JeffersonCity,"43,283"
2011,Draper,"43,279"
2011,Hackensack,"43,246"
2011,Wylie,"43,206"
2011,Apopka,"43,179"
2011,Littleton,"43,172"
2011,Kannapolis,"43,147"
2011,FondduLac,"43,120"
2011,Freeport,"43,093"
2011,Newark,"43,071"
2011,ElCentro,"43,003"
2011,Minot,"42,977"
2011,HaltomCity,"42,903"
2011,Bountiful,"42,847"
2011,Danville,"42,783"
2011,Blacksburg,"42,719"
2011,Concord,"42,646"
2011,Fairfield,"42,620"
2011,NorthMiamiBeach,"42,605"
2011,Danville,"42,585"
2011,Burlington,"42,405"
2011,FortPierce,"42,292"
2011,BellGardens,"42,283"
2011,Lompoc,"42,221"
2011,OaklandPark,"42,200"
2011,Everett,"42,118"
2011,Midland,"42,077"
2011,RanchoPalosVerdes,"42,070"
2011,Hutchinson,"42,066"
2011,Salem,"42,047"
