YEAR,CITIES,POPULATION
2000,Claremont,"34,078"
2000,Pasco,"34,043"
2000,Eastpointe,"34,028"
2000,ManhattanBeach,"33,993"
2000,DelRio,"33,984"
2000,HiltonHeadIsland,"33,973"
2000,BullheadCity,"33,967"
2000,Montclair,"33,920"
2000,Pekin,"33,906"
2000,BeverlyHills,"33,904"
2000,SanJuanCapistrano,"33,887"
2000,Lynnwood,"33,832"
2000,Butte-SilverBow,"33,808"
2000,Galesburg,"33,717"
2000,Roseville,"33,703"
2000,UpperArlington,"33,663"
2000,Portage,"33,597"
2000,TempleCity,"33,587"
2000,Petersburg,"33,578"
2000,Brunswick,"33,552"
2000,Northbrook,"33,542"
2000,BethelPark,"33,472"
2000,Lufkin,"33,344"
2000,Parkersburg,"33,317"
2000,Columbia,"33,286"
2000,Roy,"33,281"
2000,PalmCoast,"33,188"
2000,NorthTonawanda,"33,175"
2000,Seaside,"33,108"
2000,Wildwood,"33,064"
2000,PleasantHill,"33,056"
2000,BonitaSprings,"33,042"
2000,Watertown,"33,003"
2000,Collierville,"32,990"
2000,MichiganCity,"32,870"
2000,WheatRidge,"32,867"
2000,Houma,"32,835"
2000,CedarHill,"32,767"
2000,ChicagoHeights,"32,763"
2000,OroValley,"32,761"
2000,MenomoneeFalls,"32,712"
2000,Mankato,"32,582"
2000,Clovis,"32,566"
2000,NewIberia,"32,556"
2000,Gahanna,"32,535"
2000,Moorhead,"32,468"
2000,Northglenn,"32,446"
2000,Stow,"32,436"
2000,OakPark,"32,379"
2000,Keizer,"32,376"
2000,Surprise,"32,348"
2000,EastChicago,"32,331"
2000,Marion,"32,322"
2000,PortHuron,"32,260"
2000,Dover,"32,196"
2000,Reynoldsburg,"32,186"
2000,ApacheJunction,"32,087"
2000,LaPorte,"32,062"
2000,WestSacramento,"32,053"
2001,NYK,"8,063,137"
2001,LAL,"3,737,646"
2001,CHI,"2,894,988"
2001,HOU,"1,994,316"
2001,PHI,"1,512,507"
2001,PHO,"1,348,132"
2001,SanDiego,"1,235,642"
2001,DAL,"1,199,534"
2001,SAS,"1,177,154"
2001,DET,"936,905"
2001,SanJose,"909,260"
2001,IND,"785,672"
2001,GSW,"784,631"
2001,Jacksonville,"747,592"
2001,Columbus,"723,822"
2001,MEM,"686,548"
2001,Austin,"685,684"
2001,Baltimore,"645,253"
2001,BOS,"602,380"
2001,MIL,"596,995"
2001,CHH,"581,562"
2001,WAS,"578,042"
2001,SEA,"570,724"
2001,ElPaso,"567,246"
2001,DEN,"564,411"
2001,FortWorth,"557,034"
2001,Louisville/JeffersonCounty,"554,881"
2001,Nashville-Davidson,"553,614"
2001,POR,"535,185"
2001,OklahomaCity,"512,499"
2001,LasVegas,"498,638"
2001,Tucson,"496,358"
2001,NewOrleans,"477,932"
2001,CLE,"471,930"
2001,LongBeach,"464,650"
2001,Albuquerque,"455,961"
2001,KansasCity,"445,550"
2001,Fresno,"435,670"
2001,ATL,"431,321"
2001,VirginiaBeach,"427,590"
2001,SAC,"421,030"
2001,Mesa,"416,301"
2001,Omaha,"413,308"
2001,Oakland,"403,492"
2001,Tulsa,"392,206"
2001,MIN,"381,111"
2001,Honolulu,"371,065"
2001,ColoradoSprings,"368,125"
2001,MIA,"366,085"
2001,Wichita,"353,136"
2001,St.Louis,"350,240"
2001,Arlington,"341,635"
2001,SantaAna,"339,938"
2001,Cincinnati,"331,159"
2001,Pittsburgh,"330,439"
2001,Anaheim,"330,324"
2001,Toledo,"314,900"
2001,Tampa,"308,321"
2001,Raleigh,"302,642"
2001,Buffalo,"289,657"
2001,St.Paul,"286,431"
2001,Aurora,"282,241"
2001,CorpusChristi,"275,818"
2001,NJN,"273,875"
2001,Riverside,"266,378"
2001,Lexington-Fayette,"264,544"
2001,Anchorage,"263,929"
2001,FortWayne,"253,103"
2001,Stockton,"252,974"
2001,Bakersfield,"251,029"
2001,St.Petersburg,"247,760"
2001,JerseyCity,"240,440"
2001,Birmingham,"239,786"
2001,Norfolk,"234,781"
2001,Plano,"234,746"
2001,Lincoln,"230,400"
2001,Greensboro,"230,295"
2001,Glendale,"230,261"
2001,Hialeah,"227,040"
2001,BatonRouge,"226,622"
2001,Garland,"219,159"
2001,Rochester,"217,758"
2001,Akron,"215,559"
2001,Madison,"213,017"
2001,Scottsdale,"211,194"
2001,Fremont,"206,810"
2001,Winston-Salem,"205,210"
2001,Lubbock,"202,854"
2001,Chesapeake,"202,546"
2001,Montgomery,"201,181"
2001,DesMoines,"200,500"
2001,Shreveport,"199,277"
2001,Fayetteville,"199,109"
2001,Richmond,"198,264"
2001,Yonkers,"197,836"
2001,BoiseCity,"197,743"
2001,GrandRapids,"197,480"
2001,ORL,"197,314"
2001,Mobile,"196,916"
2001,Glendale,"196,659"
2001,Spokane,"196,509"
2001,Modesto,"196,066"
2001,Irving,"195,362"
2001,Tacoma,"195,004"
2001,Augusta-RichmondCounty,"194,865"
2001,Henderson,"193,333"
2001,Arlington,"193,318"
2001,Durham,"192,397"
2001,SanBernardino,"191,297"
2001,HuntingtonBeach,"191,124"
2001,Chandler,"190,696"
2001,Reno,"189,055"
2001,Columbus,"186,609"
2001,Laredo,"184,821"
2001,ChulaVista,"184,316"
2001,LittleRock,"183,595"
2001,Jackson,"183,173"
2001,UTA,"182,469"
2001,NewportNews,"181,941"
2001,Knoxville,"177,193"
2001,Oxnard,"174,943"
2001,Providence,"174,723"
2001,Amarillo,"174,398"
2001,FortLauderdale,"172,801"
2001,Worcester,"172,299"
2001,GardenGrove,"165,848"
2001,Oceanside,"164,715"
2001,Dayton,"164,040"
2001,Ontario,"161,251"
2001,Huntsville,"160,475"
2001,Tempe,"159,995"
2001,SantaClarita,"158,807"
2001,Chattanooga,"158,701"
2001,Irvine,"156,613"
2001,OverlandPark,"155,386"
2001,Fontana,"153,486"
2001,Tallahassee,"153,173"
2001,Springfield,"152,533"
2001,Rockford,"151,655"
2001,Springfield,"151,222"
2001,SantaRosa,"151,041"
2001,Aurora,"150,159"
2001,Paterson,"149,668"
2001,Vancouver,"149,222"
2001,Pomona,"149,207"
2001,Brownsville,"147,186"
2001,KansasCity,"146,924"
2001,MorenoValley,"145,797"
2001,Salinas,"145,377"
2001,Hampton,"145,236"
2001,Syracuse,"145,056"
2001,Lakewood,"143,982"
2001,Pasadena,"143,170"
2001,Hayward,"142,595"
2001,PembrokePines,"141,753"
2001,Hollywood,"140,856"
2001,Eugene,"139,892"
2001,Salem,"139,721"
2001,Bridgeport,"139,573"
2001,Torrance,"139,359"
2001,Warren,"137,493"
2001,Pasadena,"136,621"
2001,Escondido,"136,058"
2001,RanchoCucamonga,"134,712"
2001,Corona,"134,446"
2001,Alexandria,"133,073"
2001,GrandPrairie,"132,861"
2001,Naperville,"132,433"
2001,Savannah,"131,379"
2001,Sunnyvale,"131,112"
2001,Orange,"131,011"
2001,SiouxFalls,"129,980"
2001,Mesquite,"128,012"
2001,Gilbert,"127,900"
2001,Fullerton,"127,214"
2001,NorthLasVegas,"127,181"
2001,SterlingHeights,"124,897"
2001,Hartford,"124,202"
2001,NewHaven,"123,907"
2001,Concord,"123,453"
2001,Flint,"123,349"
2001,FortCollins,"123,241"
2001,Topeka,"123,086"
2001,CoralSprings,"122,984"
2001,CedarRapids,"122,764"
2001,Columbia,"122,073"
2001,Elizabeth,"121,823"
2001,Lancaster,"121,005"
2001,Palmdale,"120,243"
2001,Evansville,"119,673"
2001,Lansing,"119,078"
2001,ThousandOaks,"118,961"
2001,Vallejo,"118,914"
2001,Stamford,"118,535"
2001,Peoria,"118,494"
2001,ElMonte,"117,144"
2001,Waco,"115,054"
2001,AnnArbor,"115,026"
2001,Abilene,"114,789"
2001,Independence,"114,459"
2001,SimiValley,"113,972"
2001,Carrollton,"113,727"
2001,Bellevue,"113,676"
2001,Inglewood,"113,279"
2001,Joliet,"112,922"
2001,Gainesville,"112,912"
2001,Springfield,"112,708"
2001,Peoria,"112,705"
2001,Beaumont,"112,440"
2001,Lafayette,"111,788"
2001,WestValleyCity,"110,597"
2001,CostaMesa,"109,619"
2001,Clearwater,"109,237"
2001,McAllen,"108,758"
2001,Downey,"108,102"
2001,Manchester,"108,001"
2001,CapeCoral,"107,411"
2001,Waterbury,"107,276"
2001,SouthBend,"107,150"
2001,Provo,"106,950"
2001,Allentown,"106,377"
2001,WestCovina,"106,008"
2001,Norwalk,"105,478"
2001,Lowell,"105,108"
2001,Clarksville,"104,150"
2001,Cambridge,"103,989"
2001,Erie,"103,811"
2001,Berkeley,"103,737"
2001,WichitaFalls,"102,999"
2001,Pueblo,"102,683"
2001,DalyCity,"102,683"
2001,Westminster,"102,620"
2001,GreenBay,"102,521"
2001,Athens-ClarkeCounty,"102,240"
2001,Arvada,"102,211"
2001,SantaClara,"101,991"
2001,MiamiGardens,"101,714"
2001,SanBuenaventura(Ventura),"101,509"
2001,Gary,"101,437"
2001,Richmond,"101,406"
2001,Centennial,"101,253"
2001,Burbank,"101,063"
2001,Livonia,"101,019"
2001,PompanoBeach,"100,877"
2001,Charleston,"100,186"
2001,Cary,"99,838"
2001,Portsmouth,"99,737"
2001,Richardson,"98,791"
2001,Fairfield,"98,699"
2001,Dearborn,"98,611"
2001,Norman,"98,418"
2001,Davenport,"97,787"
2001,Everett,"97,512"
2001,Visalia,"97,200"
2001,SouthGate,"97,175"
2001,Olathe,"96,349"
2001,Macon,"95,970"
2001,ElCajon,"95,838"
2001,Elgin,"95,712"
2001,MissionViejo,"95,449"
2001,Antioch,"95,233"
2001,Boulder,"94,984"
2001,Midland,"94,934"
2001,Rialto,"94,615"
2001,Roanoke,"94,583"
2001,Brockton,"94,579"
2001,Albany,"94,539"
2001,Compton,"94,272"
2001,NewBedford,"93,831"
2001,Billings,"92,916"
2001,SanMateo,"92,762"
2001,PortSt.Lucie,"92,591"
2001,Killeen,"92,556"
2001,Gresham,"92,289"
2001,FallRiver,"92,253"
2001,Fargo,"92,077"
2001,Kenosha,"92,042"
2001,Vacaville,"91,530"
2001,Carson,"91,106"
2001,Vista,"90,982"
2001,Rochester,"90,802"
2001,Wilmington,"90,529"
2001,Sandy,"90,341"
2001,Lawton,"90,322"
2001,Odessa,"90,086"
2001,Lynn,"89,572"
2001,Waukegan,"89,520"
2001,MiamiBeach,"89,359"
2001,SantaBarbara,"89,327"
2001,Quincy,"88,894"
2001,HighPoint,"88,772"
2001,SandySprings,"88,290"
2001,Westminster,"88,289"
2001,SanAngelo,"88,135"
2001,Thornton,"88,112"
2001,Denton,"87,669"
2001,Nashua,"87,438"
2001,Sunrise,"87,272"
2001,CitrusHeights,"87,182"
2001,Columbia,"87,145"
2001,Duluth,"86,982"
2001,Westland,"86,939"
2001,Lakeland,"86,512"
2001,Roseville,"86,371"
2001,Warwick,"86,311"
2001,Orem,"85,652"
2001,Alhambra,"85,615"
2001,SantaMonica,"85,472"
2001,Trenton,"85,247"
2001,Tyler,"85,082"
2001,Bloomington,"84,975"
2001,Cicero,"84,928"
2001,FederalWay,"84,900"
2001,Parma,"84,797"
2001,WestPalmBeach,"84,668"
2001,Hawthorne,"84,645"
2001,ElkGrove,"84,609"
2001,Davie,"84,355"
2001,SiouxCity,"84,348"
2001,Whittier,"84,304"
2001,BocaRaton,"84,251"
2001,Carlsbad,"84,041"
2001,Newton,"83,770"
2001,Plantation,"83,746"
2001,Redding,"83,236"
2001,Yakima,"83,156"
2001,Norwalk,"83,066"
2001,WestJordan,"82,335"
2001,Roswell,"82,232"
2001,Lawrence,"81,973"
2001,BrokenArrow,"81,922"
2001,Hammond,"81,914"
2001,Miramar,"81,909"
2001,FarmingtonHills,"81,826"
2001,Racine,"81,773"
2001,NorthCharleston,"81,500"
2001,Kent,"81,479"
2001,Beaverton,"81,479"
2001,FortSmith,"81,155"
2001,Lewisville,"81,138"
2001,Decatur,"80,911"
2001,Troy,"80,881"
2001,Reading,"80,823"
2001,PalmBay,"80,710"
2001,SpokaneValley,"80,680"
2001,Canton,"80,618"
2001,SanLeandro,"80,547"
2001,Greeley,"80,534"
2001,Youngstown,"80,435"
2001,Cranston,"80,041"
2001,NewportBeach,"80,023"
2001,Lakewood,"79,825"
2001,Yuma,"79,699"
2001,Camden,"79,473"
2001,Ogden,"79,158"
2001,Clifton,"79,151"
2001,Tuscaloosa,"78,954"
2001,SantaMaria,"78,683"
2001,Chico,"78,373"
2001,BuenaPark,"78,310"
2001,Southfield,"78,018"
2001,Somerville,"77,292"
2001,ArlingtonHeights,"76,817"
2001,Albany,"76,711"
2001,BaldwinPark,"76,444"
2001,Kalamazoo,"76,354"
2001,LakeForest,"76,139"
2001,Danbury,"76,099"
2001,Longmont,"76,007"
2001,Livermore,"75,728"
2001,Scranton,"75,183"
2001,RedwoodCity,"75,128"
2001,DeerfieldBeach,"74,946"
2001,Schaumburg,"74,943"
2001,Melbourne,"74,560"
2001,Largo,"74,527"
2001,Hillsboro,"74,525"
2001,St.Joseph,"74,444"
2001,LasCruces,"74,230"
2001,Napa,"73,899"
2001,Murfreesboro,"73,706"
2001,Temecula,"73,609"
2001,Evanston,"73,575"
2001,Bellflower,"73,400"
2001,Pawtucket,"73,368"
2001,Longview,"72,892"
2001,Alameda,"72,830"
2001,Asheville,"72,765"
2001,NewRochelle,"72,517"
2001,Wilmington,"72,495"
2001,Lawrence,"72,448"
2001,Gulfport,"72,386"
2001,Deltona,"71,799"
2001,Lee'sSummit,"71,761"
2001,Muncie,"71,706"
2001,NewBritain,"71,481"
2001,Clovis,"71,401"
2001,Champaign,"71,143"
2001,Bethlehem,"71,127"
2001,LakeCharles,"71,000"
2001,Chino,"70,779"
2001,Appleton,"70,751"
2001,Bloomington,"70,526"
2001,Lynwood,"70,375"
2001,MountainView,"70,305"
2001,Kenner,"69,902"
2001,Upland,"69,860"
2001,Wyoming,"69,826"
2001,ChinoHills,"69,695"
2001,Sparks,"69,649"
2001,UnionCity,"69,583"
2001,EastOrange,"69,475"
2001,CollegeStation,"69,410"
2001,Bellingham,"69,299"
2001,Edmond,"69,235"
2001,Lorain,"68,876"
2001,RochesterHills,"68,867"
2001,MountVernon,"68,853"
2001,Waterloo,"68,387"
2001,Passaic,"68,053"
2001,BrooklynPark,"68,052"
2001,Tustin,"67,896"
2001,RoundRock,"67,879"
2001,Victorville,"67,771"
2001,Pontiac,"67,754"
2001,Gastonia,"67,360"
2001,Lauderhill,"67,285"
2001,UnionCity,"67,049"
2001,Baytown,"66,953"
2001,Bryan,"66,694"
2001,Plymouth,"66,588"
2001,Palatine,"66,588"
2001,Medford,"66,561"
2001,Suffolk,"66,423"
2001,SugarLand,"66,372"
2001,Bloomington,"66,355"
2001,Taylor,"66,236"
2001,Merced,"66,086"
2001,Jacksonville,"66,017"
2001,Waukesha,"65,856"
2001,Pleasanton,"65,623"
2001,Springfield,"65,286"
2001,Redlands,"65,032"
2001,WalnutCreek,"65,016"
2001,Lynchburg,"64,827"
2001,RedondoBeach,"64,473"
2001,Greenville,"64,453"
2001,Hesperia,"64,394"
2001,SantaFe,"64,329"
2001,Eagan,"64,052"
2001,Hoover,"63,914"
2001,DaytonaBeach,"63,838"
2001,PicoRivera,"63,794"
2001,IowaCity,"63,554"
2001,Skokie,"63,397"
2001,Oshkosh,"63,306"
2001,Tracy,"63,254"
2001,McKinney,"63,229"
2001,LagunaNiguel,"63,190"
2001,Milpitas,"63,119"
2001,JohnsCreek,"63,060"
2001,Marietta,"63,008"
2001,St.ClairShores,"62,720"
2001,EauClaire,"62,687"
2001,Montebello,"62,506"
2001,CoonRapids,"61,926"
2001,Bayonne,"61,895"
2001,HuntingtonPark,"61,691"
2001,Lafayette,"61,340"
2001,Davis,"61,336"
2001,Schenectady,"61,302"
2001,WestAllis,"61,299"
2001,Hemet,"61,220"
2001,BoyntonBeach,"61,188"
2001,DelrayBeach,"60,957"
2001,Victoria,"60,915"
2001,St.Charles,"60,860"
2001,MontereyPark,"60,630"
2001,Janesville,"60,624"
2001,Hamilton,"60,613"
2001,Saginaw,"60,551"
2001,Fayetteville,"60,550"
2001,Jackson,"60,492"
2001,RapidCity,"60,436"
2001,Bristol,"60,361"
2001,SouthSanFrancisco,"60,354"
2001,Kennewick,"60,326"
2001,NorthLittleRock,"60,265"
2001,St.Cloud,"60,059"
2001,Burnsville,"60,055"
2001,Utica,"60,052"
2001,NorthMiami,"59,861"
2001,LaHabra,"59,757"
2001,Haverhill,"59,677"
2001,YorbaLinda,"59,638"
2001,Turlock,"59,617"
2001,Layton,"59,606"
2001,RoyalOak,"59,570"
2001,Bolingbrook,"59,271"
2001,TerreHaute,"59,207"
2001,Harlingen,"59,179"
2001,Encinitas,"59,178"
2001,SanMarcos,"59,165"
2001,Anderson,"59,125"
2001,Taylorsville,"59,111"
2001,Lodi,"59,011"
2001,Waltham,"59,008"
2001,Missoula,"58,917"
2001,RockyMount,"58,819"
2001,Dothan,"58,810"
2001,Pittsburg,"58,767"
2001,Gardena,"58,685"
2001,DearbornHeights,"58,566"
2001,Lakewood,"58,557"
2001,Meriden,"58,349"
2001,CouncilBluffs,"58,291"
2001,Camarillo,"58,290"
2001,Nampa,"58,262"
2001,PaloAlto,"58,237"
2001,Concord,"57,608"
2001,NorthRichlandHills,"57,351"
2001,GreatFalls,"57,252"
2001,Dubuque,"57,222"
2001,Kettering,"57,184"
2001,Greenville,"57,018"
2001,Weston,"56,992"
2001,Galveston,"56,990"
2001,PortArthur,"56,945"
2001,DesPlaines,"56,843"
2001,Tamarac,"56,786"
2001,DiamondBar,"56,782"
2001,O'Fallon,"56,763"
2001,Pensacola,"56,463"
2001,EdenPrairie,"56,460"
2001,Folsom,"56,431"
2001,BossierCity,"56,424"
2001,Lancaster,"56,349"
2001,SanRafael,"56,273"
2001,Malden,"56,269"
2001,Taunton,"56,227"
2001,Jonesboro,"56,225"
2001,Elyria,"56,151"
2001,JohnsonCity,"56,121"
2001,Auburn,"56,055"
2001,Bismarck,"55,984"
2001,AppleValley,"55,967"
2001,MountProspect,"55,945"
2001,FlowerMound,"55,900"
2001,Vineland,"55,881"
2001,Lakewood,"55,796"
2001,Paramount,"55,738"
2001,Medford,"55,684"
2001,MissouriCity,"55,663"
2001,Wheaton,"55,568"
2001,SantaCruz,"55,511"
2001,Temple,"55,323"
2001,Petaluma,"55,268"
2001,MapleGrove,"55,213"
2001,OakLawn,"55,146"
2001,FountainValley,"55,124"
2001,LaMesa,"55,123"
2001,Chicopee,"54,970"
2001,Carmel,"54,969"
2001,Murrieta,"54,964"
2001,NiagaraFalls,"54,880"
2001,Bend,"54,568"
2001,RanchoCordova,"54,567"
2001,RioRancho,"54,528"
2001,Gaithersburg,"54,491"
2001,Frederick,"54,382"
2001,Manteca,"54,348"
2001,Loveland,"54,322"
2001,WhitePlains,"54,297"
2001,Owensboro,"54,287"
2001,Margate,"54,285"
2001,PineBluff,"54,271"
2001,NationalCity,"54,257"
2001,MidwestCity,"54,200"
2001,Rosemead,"54,033"
2001,Decatur,"54,011"
2001,Springfield,"53,867"
2001,Arcadia,"53,784"
2001,Berwyn,"53,720"
2001,Cheyenne,"53,717"
2001,Flagstaff,"53,632"
2001,Florissant,"53,540"
2001,Hempstead,"53,476"
2001,CarsonCity,"53,426"
2001,Santee,"53,391"
2001,BattleCreek,"53,281"
2001,RockHill,"53,133"
2001,Shoreline,"53,048"
2001,SanClemente,"52,940"
2001,Bowie,"52,909"
2001,Sarasota,"52,721"
2001,Renton,"52,652"
2001,Charleston,"52,580"
2001,Cupertino,"52,481"
2001,WestHaven,"52,416"
2001,OakPark,"52,411"
2001,OrlandPark,"52,357"
2001,Elkhart,"52,317"
2001,FortMyers,"52,249"
2001,Monroe,"52,185"
2001,Indio,"52,139"
2001,MountPleasant,"52,044"
2001,Euclid,"52,042"
2001,Middletown,"51,961"
2001,St.Peters,"51,899"
2001,Cerritos,"51,889"
2001,Pocatello,"51,838"
2001,St.George,"51,677"
2001,LaCrosse,"51,650"
2001,YubaCity,"51,586"
2001,Allen,"51,454"
2001,IdahoFalls,"51,131"
2001,Huntington,"51,128"
2001,Milford,"51,059"
2001,Mansfield,"51,055"
2001,Minnetonka,"51,038"
2001,Shawnee,"50,797"
2001,TinleyPark,"50,793"
2001,Ames,"50,697"
2001,WarnerRobins,"50,604"
2001,Mentor,"50,554"
2001,Springdale,"50,489"
2001,Edinburg,"50,466"
2001,Woodland,"50,379"
2001,Sheboygan,"50,210"
2001,Bradenton,"50,103"
2001,ClevelandHeights,"50,098"
2001,Kissimmee,"50,030"
2001,Biloxi,"49,996"
2001,BowlingGreen,"49,989"
2001,Glendora,"49,844"
2001,Casper,"49,817"
2001,HoffmanEstates,"49,792"
2001,DownersGrove,"49,682"
2001,CuyahogaFalls,"49,656"
2001,BlueSprings,"49,538"
2001,Rockville,"49,473"
2001,Corvallis,"49,197"
2001,Poway,"49,183"
2001,EastProvidence,"49,093"
2001,Peabody,"49,044"
2001,Pharr,"48,985"
2001,Altoona,"48,928"
2001,GrandForks,"48,894"
2001,Troy,"48,831"
2001,Colton,"48,780"
2001,ChapelHill,"48,771"
2001,Alpharetta,"48,602"
2001,Harrisburg,"48,550"
2001,Novi,"48,538"
2001,Mission,"48,509"
2001,Revere,"48,502"
2001,NewBrunswick,"48,465"
2001,Woodbury,"48,339"
2001,Novato,"48,296"
2001,BarnstableTown,"48,272"
2001,Roseville,"48,189"
2001,Pearland,"48,149"
2001,Mishawaka,"48,069"
2001,LeagueCity,"48,053"
2001,Rowlett,"47,950"
2001,Plainfield,"47,912"
2001,WestDesMoines,"47,886"
2001,Franklin,"47,798"
2001,PortOrange,"47,796"
2001,Danville,"47,671"
2001,Ocala,"47,658"
2001,Warren,"47,608"
2001,Bedford,"47,551"
2001,LaMirada,"47,540"
2001,PerthAmboy,"47,432"
2001,Euless,"47,279"
2001,Covina,"47,264"
2001,AppleValley,"47,254"
2001,Wauwatosa,"47,226"
2001,RanchoSantaMargarita,"47,224"
2001,Edina,"47,167"
2001,PinellasPark,"47,153"
2001,Auburn,"47,113"
2001,Placentia,"47,093"
2001,Blaine,"46,998"
2001,WestNewYork,"46,954"
2001,Chesterfield,"46,951"
2001,Binghamton,"46,927"
2001,Kokomo,"46,803"
2001,CoconutCreek,"46,733"
2001,Cypress,"46,703"
2001,Watsonville,"46,689"
2001,Alexandria,"46,638"
2001,EastLansing,"46,506"
2001,Normal,"46,496"
2001,Enid,"46,471"
2001,Hattiesburg,"46,456"
2001,Tulare,"46,454"
2001,Porterville,"46,411"
2001,Burlington,"46,279"
2001,Newark,"46,233"
2001,GrandJunction,"46,192"
2001,Manhattan,"46,135"
2001,Valdosta,"46,088"
2001,SanRamon,"46,085"
2001,Middletown,"45,991"
2001,Salina,"45,963"
2001,Murray,"45,939"
2001,Joplin,"45,858"
2001,Kentwood,"45,855"
2001,PalmDesert,"45,813"
2001,Redmond,"45,774"
2001,Highland,"45,516"
2001,Smyrna,"45,459"
2001,Lakeville,"45,346"
2001,Grapevine,"45,289"
2001,Bellevue,"45,262"
2001,Azusa,"45,235"
2001,Pittsfield,"45,186"
2001,Wilson,"45,176"
2001,Kirkland,"45,119"
2001,Kingsport,"44,974"
2001,Portage,"44,902"
2001,Roswell,"44,798"
2001,Conway,"44,774"
2001,SanLuisObispo,"44,488"
2001,Methuen,"44,434"
2001,St.LouisPark,"44,410"
2001,BellGardens,"44,365"
2001,Madera,"44,354"
2001,Tigard,"44,159"
2001,Strongsville,"44,107"
2001,Bartlett,"44,098"
2001,CathedralCity,"44,025"
2001,LakeHavasuCity,"43,974"
2001,Freeport,"43,893"
2001,Moline,"43,725"
2001,PalmSprings,"43,624"
2001,Glenview,"43,524"
2001,Olympia,"43,516"
2001,Woonsocket,"43,497"
2001,GrandIsland,"43,422"
2001,BuffaloGrove,"43,390"
2001,Hackensack,"43,356"
2001,Menifee,"43,328"
2001,Elmhurst,"43,258"
2001,Newark,"43,232"
2001,CoralGables,"43,113"
2001,Logan,"43,082"
2001,Covington,"42,999"
2001,Hanford,"42,857"
2001,Lombard,"42,746"
2001,Fishers,"42,597"
2001,TexasCity,"42,536"
2001,Attleboro,"42,437"
2001,Wilkes-Barre,"42,383"
2001,Gilroy,"42,344"
2001,Fairfield,"42,330"
2001,OaklandPark,"42,329"
2001,Yucaipa,"42,297"
2001,FondduLac,"42,248"
2001,Avondale,"42,218"
2001,Moore,"42,206"
2001,Belleville,"42,117"
2001,Danville,"42,055"
2001,Frisco,"42,015"
2001,Leominster,"41,948"
2001,Midland,"41,909"
2001,Bountiful,"41,736"
2001,Hendersonville,"41,694"
2001,Jupiter,"41,654"
2001,Hutchinson,"41,603"
2001,NorthMiamiBeach,"41,586"
2001,RanchoPalosVerdes,"41,522"
2001,Albany,"41,502"
2001,Lompoc,"41,438"
2001,Broomfield,"41,436"
2001,Stillwater,"41,418"
2001,LaPuente,"41,360"
2001,Harrisonburg,"41,314"
2001,Lima,"41,253"
2001,RohnertPark,"41,153"
2001,Titusville,"41,132"
2001,Rogers,"41,128"
2001,AltamonteSprings,"40,998"
2001,York,"40,981"
2001,Concord,"40,924"
2001,Sayreville,"40,919"
2001,Wellington,"40,825"
2001,Meridian,"40,780"
2001,Charlottesville,"40,750"
2001,Salem,"40,688"
2001,Sanford,"40,688"
2001,Lenexa,"40,671"
2001,Greenville,"40,595"
2001,Quincy,"40,547"
2001,EastPoint,"40,542"
2001,Kearny,"40,506"
2001,CarolStream,"40,405"
2001,Littleton,"40,399"
2001,Blacksburg,"40,347"
2001,Delano,"40,308"
2001,FortPierce,"40,304"
2001,Rocklin,"40,206"
2001,SanGabriel,"40,176"
2001,AtlanticCity,"40,163"
2001,AlisoViejo,"40,148"
2001,JeffersonCity,"40,107"
2001,Sumter,"40,104"
2001,LincolnPark,"40,066"
2001,Holyoke,"40,061"
